0.168109,0.0817582,0.0568876
0.54461,0.296001,0.214755
0.109343,0.195837,0.332371
0.10348,0.149089,0.0520087
0.220638,0.215689,0.43548
0.120579,0.520428,0.405857
0.723211,0.196916,0.0291832
0.0623468,0.104132,0.403292
0.53549,0.0845462,0.120319
0.107132,0.0415203,0.145399
0.35315,0.50984,0.0478871
0.778395,0.354555,0.0225557
0.0207336,0.0494606,0.291513
0.0624989,0.304139,0.0658583
0.420955,0.032712,0.0408815
0.843289,0.56566,0.00680252
0.503511,0.0883904,0.31156
-0.0327124,0.253196,0.393255
0.911451,0.915888,0.891166
0.580315,0.592089,0.592389
0.355649,0.365522,0.367235
0.19052,0.191733,0.192998
0.0856396,0.0888352,0.0926183
0.0304001,0.031141,0.0327858
